Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,0,1,0,5,2
Northwest Territory,1,0,0,5,2
Greenland,1,0,0,5,2
Alberta,0,1,0,5,2
Ontario,1,0,0,5,2
Quebec,1,0,0,5,2
Western United States,1,0,0,5,2
Eastern United States,1,0,0,5,2
Central America,1,0,0,5,2
Venezuela,0,0,6,5,2
Peru,0,0,1,5,2
Brazil,0,0,1,5,2
Argentina,0,0,1,5,2
North Africa,0,0,1,5,2
Egypt,0,1,0,5,2
East Africa,0,1,0,5,2
Congo,1,0,0,5,2
South Africa,0,1,0,5,2
Madagascar,0,1,0,5,2
Western Europe,1,0,0,5,2
Southern Europe,0,1,0,5,2
Northern Europe,0,1,0,5,2
Great Britain,0,0,1,5,2
Iceland,1,0,0,5,2
Scandinavia,1,0,0,5,2
Ukraine,0,1,0,5,2
Afghanistan,0,4,0,5,2
Ural,0,1,0,5,2
Siberia,0,1,0,5,2
Yakutsk,0,1,0,5,2
Kamchatka,0,0,1,5,2
Irkutsk,0,0,1,5,2
Mongolia,0,0,1,5,2
Japan,1,0,0,5,2
China,0,1,0,5,2
India,0,12,0,5,2
Siam,0,1,0,5,2
Indonesia,0,1,0,5,2
New Guinea,0,5,0,5,2
Western Australia,0,1,0,5,2
Eastern Australia,0,5,0,5,2
Middle East,0,1,0,5,2
