Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,1,0,0,44,15
Northwest Territory,0,1,0,44,15
Greenland,0,1,0,44,15
Alberta,0,0,1,44,15
Ontario,0,0,1,44,15
Quebec,1,0,0,44,15
Western United States,0,0,1,44,15
Eastern United States,0,0,1,44,15
Central America,0,0,1,44,15
Venezuela,0,0,2,44,15
Peru,0,0,1,44,15
Brazil,0,0,1,44,15
Argentina,0,0,1,44,15
North Africa,0,0,5,44,15
Egypt,0,0,5,44,15
East Africa,0,0,11,44,15
Congo,0,0,10,44,15
South Africa,0,0,1,44,15
Madagascar,0,0,1,44,15
Western Europe,0,0,1,44,15
Southern Europe,0,0,1,44,15
Northern Europe,0,0,1,44,15
Great Britain,0,1,0,44,15
Iceland,0,1,0,44,15
Scandinavia,0,1,0,44,15
Ukraine,0,0,16,44,15
Afghanistan,0,0,1,44,15
Ural,0,1,0,44,15
Siberia,1,0,0,44,15
Yakutsk,1,0,0,44,15
Kamchatka,10,0,0,44,15
Irkutsk,1,0,0,44,15
Mongolia,1,0,0,44,15
Japan,1,0,0,44,15
China,0,1,0,44,15
India,0,1,0,44,15
Siam,0,1,0,44,15
Indonesia,0,6,0,44,15
New Guinea,0,1,0,44,15
Western Australia,0,45,0,44,15
Eastern Australia,0,20,0,44,15
Middle East,0,0,1,44,15
