Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,0,0,1,14,5
Northwest Territory,0,0,1,14,5
Greenland,1,0,0,14,5
Alberta,0,0,1,14,5
Ontario,0,0,1,14,5
Quebec,1,0,0,14,5
Western United States,0,0,6,14,5
Eastern United States,0,0,1,14,5
Central America,0,0,1,14,5
Venezuela,0,0,1,14,5
Peru,0,0,1,14,5
Brazil,0,0,1,14,5
Argentina,0,0,1,14,5
North Africa,0,0,1,14,5
Egypt,0,1,0,14,5
East Africa,0,1,0,14,5
Congo,1,0,0,14,5
South Africa,0,1,0,14,5
Madagascar,0,1,0,14,5
Western Europe,1,0,0,14,5
Southern Europe,0,1,0,14,5
Northern Europe,0,1,0,14,5
Great Britain,0,0,1,14,5
Iceland,1,0,0,14,5
Scandinavia,0,6,0,14,5
Ukraine,0,6,0,14,5
Afghanistan,0,12,0,14,5
Ural,0,1,0,14,5
Siberia,0,1,0,14,5
Yakutsk,0,1,0,14,5
Kamchatka,0,0,1,14,5
Irkutsk,0,0,1,14,5
Mongolia,0,0,1,14,5
Japan,1,0,0,14,5
China,0,1,0,14,5
India,0,10,0,14,5
Siam,0,1,0,14,5
Indonesia,0,1,0,14,5
New Guinea,0,4,0,14,5
Western Australia,0,1,0,14,5
Eastern Australia,0,11,0,14,5
Middle East,0,1,0,14,5
