Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,1,0,0,45,15
Northwest Territory,0,0,1,45,15
Greenland,0,0,1,45,15
Alberta,0,0,1,45,15
Ontario,0,0,1,45,15
Quebec,0,0,6,45,15
Western United States,0,0,1,45,15
Eastern United States,0,0,1,45,15
Central America,0,0,1,45,15
Venezuela,0,0,2,45,15
Peru,0,0,1,45,15
Brazil,0,0,1,45,15
Argentina,0,0,1,45,15
North Africa,0,0,8,45,15
Egypt,0,0,5,45,15
East Africa,0,0,14,45,15
Congo,0,0,10,45,15
South Africa,0,0,1,45,15
Madagascar,0,0,1,45,15
Western Europe,0,0,1,45,15
Southern Europe,0,0,1,45,15
Northern Europe,0,0,1,45,15
Great Britain,0,0,3,45,15
Iceland,0,0,1,45,15
Scandinavia,0,0,1,45,15
Ukraine,0,0,1,45,15
Afghanistan,0,0,1,45,15
Ural,0,0,1,45,15
Siberia,1,0,0,45,15
Yakutsk,1,0,0,45,15
Kamchatka,10,0,0,45,15
Irkutsk,1,0,0,45,15
Mongolia,1,0,0,45,15
Japan,1,0,0,45,15
China,0,1,0,45,15
India,0,1,0,45,15
Siam,0,1,0,45,15
Indonesia,0,6,0,45,15
New Guinea,0,1,0,45,15
Western Australia,0,45,0,45,15
Eastern Australia,0,20,0,45,15
Middle East,0,0,1,45,15
