Territory,Weak(gpt-3.5-turbo),Medium(gpt-4o-mini),Strong(gpt-4o),Turn_Number,Game_Round
Alaska,1,0,0,31,11
Northwest Territory,1,0,0,31,11
Greenland,1,0,0,31,11
Alberta,1,0,0,31,11
Ontario,1,0,0,31,11
Quebec,1,0,0,31,11
Western United States,1,0,0,31,11
Eastern United States,1,0,0,31,11
Central America,0,0,1,31,11
Venezuela,0,0,10,31,11
Peru,0,0,1,31,11
Brazil,0,0,1,31,11
Argentina,0,0,1,31,11
North Africa,0,0,1,31,11
Egypt,0,0,1,31,11
East Africa,0,0,1,31,11
Congo,0,0,1,31,11
South Africa,1,0,0,31,11
Madagascar,1,0,0,31,11
Western Europe,1,0,0,31,11
Southern Europe,1,0,0,31,11
Northern Europe,0,1,0,31,11
Great Britain,1,0,0,31,11
Iceland,6,0,0,31,11
Scandinavia,1,0,0,31,11
Ukraine,0,1,0,31,11
Afghanistan,0,1,0,31,11
Ural,0,1,0,31,11
Siberia,0,9,0,31,11
Yakutsk,0,1,0,31,11
Kamchatka,0,1,0,31,11
Irkutsk,0,1,0,31,11
Mongolia,0,1,0,31,11
Japan,0,1,0,31,11
China,0,1,0,31,11
India,1,0,0,31,11
Siam,0,1,0,31,11
Indonesia,0,1,0,31,11
New Guinea,0,1,0,31,11
Western Australia,0,1,0,31,11
Eastern Australia,0,1,0,31,11
Middle East,1,0,0,31,11
