Territory,Weak(gpt-3.5-turbo),Medium(gpt-4o-mini),Strong(gpt-4o),Turn_Number,Game_Round
Alaska,0,0,1,10,4
Northwest Territory,0,0,1,10,4
Greenland,11,0,0,10,4
Alberta,0,0,1,10,4
Ontario,0,0,1,10,4
Quebec,0,0,1,10,4
Western United States,0,0,1,10,4
Eastern United States,0,0,10,10,4
Central America,0,0,1,10,4
Venezuela,0,0,1,10,4
Peru,0,0,1,10,4
Brazil,0,0,3,10,4
Argentina,0,0,3,10,4
North Africa,0,0,1,10,4
Egypt,0,0,1,10,4
East Africa,0,0,1,10,4
Congo,1,0,0,10,4
South Africa,1,0,0,10,4
Madagascar,1,0,0,10,4
Western Europe,0,0,1,10,4
Southern Europe,0,0,1,10,4
Northern Europe,1,0,0,10,4
Great Britain,0,1,0,10,4
Iceland,0,0,1,10,4
Scandinavia,1,0,0,10,4
Ukraine,0,1,0,10,4
Afghanistan,0,1,0,10,4
Ural,0,0,1,10,4
Siberia,0,0,1,10,4
Yakutsk,0,1,0,10,4
Kamchatka,0,1,0,10,4
Irkutsk,0,0,1,10,4
Mongolia,1,0,0,10,4
Japan,0,1,0,10,4
China,1,0,0,10,4
India,0,1,0,10,4
Siam,1,0,0,10,4
Indonesia,1,0,0,10,4
New Guinea,0,0,1,10,4
Western Australia,1,0,0,10,4
Eastern Australia,0,1,0,10,4
Middle East,0,1,0,10,4
