Territory,Weak(gpt-3.5-turbo),Medium(gpt-4o-mini),Strong(gpt-4o),Turn_Number,Game_Round
Alaska,0,0,1,43,15
Northwest Territory,0,0,1,43,15
Greenland,0,1,0,43,15
Alberta,0,0,1,43,15
Ontario,0,0,1,43,15
Quebec,0,0,1,43,15
Western United States,0,0,5,43,15
Eastern United States,0,0,65,43,15
Central America,0,0,1,43,15
Venezuela,0,0,1,43,15
Peru,0,0,1,43,15
Brazil,3,0,0,43,15
Argentina,0,0,2,43,15
North Africa,1,0,0,43,15
Egypt,7,0,0,43,15
East Africa,1,0,0,43,15
Congo,1,0,0,43,15
South Africa,1,0,0,43,15
Madagascar,0,0,1,43,15
Western Europe,0,5,0,43,15
Southern Europe,9,0,0,43,15
Northern Europe,0,22,0,43,15
Great Britain,0,1,0,43,15
Iceland,0,1,0,43,15
Scandinavia,0,1,0,43,15
Ukraine,0,1,0,43,15
Afghanistan,0,1,0,43,15
Ural,0,1,0,43,15
Siberia,0,0,1,43,15
Yakutsk,0,0,1,43,15
Kamchatka,0,0,1,43,15
Irkutsk,0,0,1,43,15
Mongolia,0,1,0,43,15
Japan,0,1,0,43,15
China,0,1,0,43,15
India,0,0,1,43,15
Siam,1,0,0,43,15
Indonesia,1,0,0,43,15
New Guinea,0,1,0,43,15
Western Australia,0,1,0,43,15
Eastern Australia,0,1,0,43,15
Middle East,4,0,0,43,15
