Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,0,0,1,12,4
Northwest Territory,1,0,0,12,4
Greenland,1,0,0,12,4
Alberta,1,0,0,12,4
Ontario,1,0,0,12,4
Quebec,1,0,0,12,4
Western United States,6,0,0,12,4
Eastern United States,4,0,0,12,4
Central America,1,0,0,12,4
Venezuela,0,1,0,12,4
Peru,1,0,0,12,4
Brazil,1,0,0,12,4
Argentina,6,0,0,12,4
North Africa,1,0,0,12,4
Egypt,0,0,1,12,4
East Africa,0,1,0,12,4
Congo,0,1,0,12,4
South Africa,0,1,0,12,4
Madagascar,0,0,1,12,4
Western Europe,0,0,3,12,4
Southern Europe,0,0,1,12,4
Northern Europe,0,0,3,12,4
Great Britain,1,0,0,12,4
Iceland,0,0,1,12,4
Scandinavia,0,0,3,12,4
Ukraine,0,0,17,12,4
Afghanistan,0,0,1,12,4
Ural,0,0,1,12,4
Siberia,0,1,0,12,4
Yakutsk,0,2,0,12,4
Kamchatka,0,1,0,12,4
Irkutsk,0,1,0,12,4
Mongolia,0,1,0,12,4
Japan,0,1,0,12,4
China,0,0,1,12,4
India,0,0,1,12,4
Siam,0,0,2,12,4
Indonesia,0,0,1,12,4
New Guinea,0,0,1,12,4
Western Australia,0,0,1,12,4
Eastern Australia,0,0,1,12,4
Middle East,0,1,0,12,4
