Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,11,0,0,38,13
Northwest Territory,1,0,0,38,13
Greenland,1,0,0,38,13
Alberta,4,0,0,38,13
Ontario,4,0,0,38,13
Quebec,1,0,0,38,13
Western United States,1,0,0,38,13
Eastern United States,47,0,0,38,13
Central America,29,0,0,38,13
Venezuela,1,0,0,38,13
Peru,0,0,1,38,13
Brazil,0,0,1,38,13
Argentina,0,0,1,38,13
North Africa,0,0,1,38,13
Egypt,0,0,1,38,13
East Africa,0,0,1,38,13
Congo,0,0,1,38,13
South Africa,1,0,0,38,13
Madagascar,0,0,1,38,13
Western Europe,0,0,1,38,13
Southern Europe,0,0,1,38,13
Northern Europe,0,0,1,38,13
Great Britain,0,0,1,38,13
Iceland,1,0,0,38,13
Scandinavia,0,0,1,38,13
Ukraine,0,0,6,38,13
Afghanistan,0,0,1,38,13
Ural,0,0,1,38,13
Siberia,0,0,1,38,13
Yakutsk,1,0,0,38,13
Kamchatka,1,0,0,38,13
Irkutsk,1,0,0,38,13
Mongolia,1,0,0,38,13
Japan,1,0,0,38,13
China,0,1,0,38,13
India,0,1,0,38,13
Siam,0,1,0,38,13
Indonesia,0,2,0,38,13
New Guinea,0,7,0,38,13
Western Australia,0,11,0,38,13
Eastern Australia,0,2,0,38,13
Middle East,0,0,1,38,13
