Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,3,0,0,21,7
Northwest Territory,28,0,0,21,7
Greenland,0,0,1,21,7
Alberta,1,0,0,21,7
Ontario,1,0,0,21,7
Quebec,1,0,0,21,7
Western United States,1,0,0,21,7
Eastern United States,32,0,0,21,7
Central America,1,0,0,21,7
Venezuela,0,0,1,21,7
Peru,0,1,0,21,7
Brazil,0,0,1,21,7
Argentina,1,0,0,21,7
North Africa,0,1,0,21,7
Egypt,0,1,0,21,7
East Africa,0,0,1,21,7
Congo,1,0,0,21,7
South Africa,1,0,0,21,7
Madagascar,0,0,1,21,7
Western Europe,0,0,1,21,7
Southern Europe,0,0,1,21,7
Northern Europe,0,0,1,21,7
Great Britain,0,0,1,21,7
Iceland,0,0,1,21,7
Scandinavia,0,0,1,21,7
Ukraine,0,0,17,21,7
Afghanistan,0,0,1,21,7
Ural,0,0,1,21,7
Siberia,0,0,1,21,7
Yakutsk,1,0,0,21,7
Kamchatka,1,0,0,21,7
Irkutsk,1,0,0,21,7
Mongolia,1,0,0,21,7
Japan,1,0,0,21,7
China,0,0,1,21,7
India,0,1,0,21,7
Siam,0,1,0,21,7
Indonesia,1,0,0,21,7
New Guinea,0,1,0,21,7
Western Australia,1,0,0,21,7
Eastern Australia,0,1,0,21,7
Middle East,0,0,1,21,7
