Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,0,0,1,9,3
Northwest Territory,0,0,1,9,3
Greenland,0,0,1,9,3
Alberta,0,0,1,9,3
Ontario,0,0,1,9,3
Quebec,0,0,1,9,3
Western United States,0,0,1,9,3
Eastern United States,0,0,4,9,3
Central America,0,0,1,9,3
Venezuela,1,0,0,9,3
Peru,5,0,0,9,3
Brazil,8,0,0,9,3
Argentina,17,0,0,9,3
North Africa,1,0,0,9,3
Egypt,1,0,0,9,3
East Africa,1,0,0,9,3
Congo,1,0,0,9,3
South Africa,1,0,0,9,3
Madagascar,1,0,0,9,3
Western Europe,0,0,1,9,3
Southern Europe,0,0,1,9,3
Northern Europe,0,0,1,9,3
Great Britain,0,0,1,9,3
Iceland,0,1,0,9,3
Scandinavia,0,1,0,9,3
Ukraine,0,0,1,9,3
Afghanistan,1,0,0,9,3
Ural,1,0,0,9,3
Siberia,0,0,1,9,3
Yakutsk,1,0,0,9,3
Kamchatka,0,1,0,9,3
Irkutsk,0,0,1,9,3
Mongolia,0,0,1,9,3
Japan,1,0,0,9,3
China,0,0,1,9,3
India,1,0,0,9,3
Siam,0,1,0,9,3
Indonesia,0,0,1,9,3
New Guinea,0,1,0,9,3
Western Australia,0,1,0,9,3
Eastern Australia,0,1,0,9,3
Middle East,1,0,0,9,3
