Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,1,0,0,20,7
Northwest Territory,5,0,0,20,7
Greenland,1,0,0,20,7
Alberta,1,0,0,20,7
Ontario,1,0,0,20,7
Quebec,1,0,0,20,7
Western United States,1,0,0,20,7
Eastern United States,1,0,0,20,7
Central America,1,0,0,20,7
Venezuela,1,0,0,20,7
Peru,1,0,0,20,7
Brazil,1,0,0,20,7
Argentina,1,0,0,20,7
North Africa,1,0,0,20,7
Egypt,0,0,1,20,7
East Africa,0,1,0,20,7
Congo,0,2,0,20,7
South Africa,0,1,0,20,7
Madagascar,0,1,0,20,7
Western Europe,3,0,0,20,7
Southern Europe,1,0,0,20,7
Northern Europe,1,0,0,20,7
Great Britain,1,0,0,20,7
Iceland,1,0,0,20,7
Scandinavia,1,0,0,20,7
Ukraine,0,0,12,20,7
Afghanistan,0,0,1,20,7
Ural,0,0,1,20,7
Siberia,1,0,0,20,7
Yakutsk,7,0,0,20,7
Kamchatka,1,0,0,20,7
Irkutsk,1,0,0,20,7
Mongolia,0,0,1,20,7
Japan,0,0,1,20,7
China,0,0,1,20,7
India,0,0,1,20,7
Siam,0,0,1,20,7
Indonesia,0,0,2,20,7
New Guinea,0,0,1,20,7
Western Australia,0,0,1,20,7
Eastern Australia,0,0,1,20,7
Middle East,0,0,1,20,7
