Territory,gpt-4o,llama3.1_70,Claude_Sonnet_3_5,Turn_Number,Game_Round
Alaska,1,0,0,25,9
Northwest Territory,1,0,0,25,9
Greenland,1,0,0,25,9
Alberta,1,0,0,25,9
Ontario,1,0,0,25,9
Quebec,1,0,0,25,9
Western United States,15,0,0,25,9
Eastern United States,1,0,0,25,9
Central America,1,0,0,25,9
Venezuela,1,0,0,25,9
Peru,1,0,0,25,9
Brazil,1,0,0,25,9
Argentina,1,0,0,25,9
North Africa,0,0,2,25,9
Egypt,0,0,1,25,9
East Africa,0,0,2,25,9
Congo,0,1,0,25,9
South Africa,0,1,0,25,9
Madagascar,0,5,0,25,9
Western Europe,0,0,1,25,9
Southern Europe,0,0,1,25,9
Northern Europe,0,0,1,25,9
Great Britain,0,0,1,25,9
Iceland,1,0,0,25,9
Scandinavia,1,0,0,25,9
Ukraine,0,0,6,25,9
Afghanistan,0,0,1,25,9
Ural,0,0,1,25,9
Siberia,1,0,0,25,9
Yakutsk,23,0,0,25,9
Kamchatka,1,0,0,25,9
Irkutsk,1,0,0,25,9
Mongolia,0,0,1,25,9
Japan,0,0,1,25,9
China,0,0,1,25,9
India,0,0,1,25,9
Siam,0,0,1,25,9
Indonesia,0,0,2,25,9
New Guinea,0,0,1,25,9
Western Australia,0,0,1,25,9
Eastern Australia,0,0,1,25,9
Middle East,0,0,1,25,9
